Run	Value	MetricType	Model
2	0.7284522306988185	Spearman_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
2	0.1503	MSE_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
2	0.8585017556370795	Pearson_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
2	0.8021534422335119	Spearman_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
2	0.1194	MSE_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
2	0.8488750814973353	Pearson_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
2	0.8231899680824158	Spearman_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
2	0.1469	MSE_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
2	0.728767863917329	Pearson_Diff	Seq+ATAC-seq+Trans-located_RNA
2	0.4923795582948556	Spearman_Diff	Seq+ATAC-seq+Trans-located_RNA
2	0.1061	MSE_Diff	Seq+ATAC-seq+Trans-located_RNA
2	0.5450783264408304	Pearson_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
2	0.31425078210325513	Spearman_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
2	0.09766	MSE_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
2	0.8314254448790964	Pearson_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
2	0.6804864922264624	Spearman_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
2	0.1098	MSE_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
2	0.7827664825124455	Pearson_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
2	0.6766665489670807	Spearman_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
2	0.1322	MSE_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
3	0.770156578090484	Pearson	Seq+ATAC-seq+Trans-located_RNA
3	0.7081439467940814	Spearman	Seq+ATAC-seq+Trans-located_RNA
3	0.12445	MSE	Seq+ATAC-seq+Trans-located_RNA
3	0.8393024328167283	Pearson_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
3	0.7954268345061004	Spearman_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
3	0.1305	MSE_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
3	0.7882556886621908	Pearson_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
3	0.7521898682655146	Spearman_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
3	0.1403	MSE_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
3	0.8492764884803677	Pearson_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
3	0.7912182398326073	Spearman_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
3	0.12244	MSE_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
3	0.8570830991582411	Pearson_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
3	0.8320626506482389	Spearman_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
3	0.137	MSE_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
3	0.7340090615230267	Pearson_Diff	Seq+ATAC-seq+Trans-located_RNA
3	0.4931700096293994	Spearman_Diff	Seq+ATAC-seq+Trans-located_RNA
3	0.1017	MSE_Diff	Seq+ATAC-seq+Trans-located_RNA
3	0.5560167145911186	Pearson_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
3	0.31822726652091177	Spearman_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
3	0.09375	MSE_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
3	0.8245313562862088	Pearson_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
3	0.6704782859393333	Spearman_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
3	0.10895	MSE_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
3	0.802380799920181	Pearson_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
3	0.7041765577050371	Spearman_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
3	0.12036	MSE_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
4	0.7646677630403306	Pearson	Seq+ATAC-seq+Trans-located_RNA
4	0.7049778395882557	Spearman	Seq+ATAC-seq+Trans-located_RNA
4	0.1265	MSE	Seq+ATAC-seq+Trans-located_RNA
4	0.8364705342885449	Pearson_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
4	0.7904581874783178	Spearman_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
4	0.1376	MSE_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
4	0.7848540155214854	Pearson_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
4	0.7484923585525027	Spearman_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
4	0.1394	MSE_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
4	0.8494457838122405	Pearson_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
4	0.7880889010583503	Spearman_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
4	0.128	MSE_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
4	0.8467925905363042	Pearson_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
4	0.8214092097652217	Spearman_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
4	0.1539	MSE_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
4	0.7277650608229443	Pearson_Diff	Seq+ATAC-seq+Trans-located_RNA
4	0.49065853660175274	Spearman_Diff	Seq+ATAC-seq+Trans-located_RNA
4	0.1021	MSE_Diff	Seq+ATAC-seq+Trans-located_RNA
4	0.5451074925667503	Pearson_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
4	0.31268185761286965	Spearman_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
4	0.0911	MSE_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
4	0.8243119764188668	Pearson_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
4	0.6727162433949061	Spearman_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
4	0.1107	MSE_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
4	0.7877414897139882	Pearson_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
4	0.6823967585508749	Spearman_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
4	0.1305	MSE_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
5	0.7638278345504976	Pearson	Seq+ATAC-seq+Trans-located_RNA
5	0.698727359045006	Spearman	Seq+ATAC-seq+Trans-located_RNA
5	0.1262	MSE	Seq+ATAC-seq+Trans-located_RNA
5	0.8399072830875295	Pearson_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
5	0.7916163924162767	Spearman_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
5	0.131	MSE_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
5	0.7856919738649536	Pearson_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
5	0.7548842850058082	Spearman_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
5	0.1404	MSE_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
5	0.8501605526959779	Pearson_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
5	0.7836708505886096	Spearman_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
5	0.1221	MSE_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
5	0.8586674984312107	Pearson_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
5	0.8294768142582124	Spearman_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
5	0.1394	MSE_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
5	0.7279326113924296	Pearson_Diff	Seq+ATAC-seq+Trans-located_RNA
5	0.4799529467769885	Spearman_Diff	Seq+ATAC-seq+Trans-located_RNA
5	0.0998	MSE_Diff	Seq+ATAC-seq+Trans-located_RNA
5	0.5453310879577842	Pearson_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
5	0.30668424673906636	Spearman_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
5	0.0909	MSE_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
5	0.8203131964078021	Pearson_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
5	0.649285683597769	Spearman_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
5	0.1067	MSE_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
5	0.8024618708841842	Pearson_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
5	0.6978823476010051	Spearman_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
5	0.1229	MSE_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
